날짜,1시,2시,3시,4시,5시,6시,7시,8시,9시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,24시
2021-07-16,64926,62323,60471,59447,59412,60172,62941,67860,75096,79241,81941,82654,81331,84258,85558,86631,88015,86635,83890,81611,79067,75054,70522,68212
2021-07-17,63774,61156,59378,58043,57638,57483,58366,59681,62038,64381,67307,68140,67819,69017,69305,69619,70395,70798,71648,71849,71574,68967,65574,63658
2021-07-18,59734,57226,55454,54431,54017,53848,54410,54740,55740,57664,60852,61939,62878,64170,65201,66599,68529,70163,71561,72054,72021,69479,65620,62144
2021-07-19,58243,55952,54581,53977,54151,55675,59737,66475,75586,79764,81070,81493,79853,82795,83959,83972,84586,84095,82868,82141,80289,76395,71908,69351
2021-07-20,64814,62430,60879,59895,59731,60652,63786,69120,76965,81247,83158,84152,82652,85677,86722,87160,87841,87461,86503,85784,83481,79050,73960,70986
2021-07-21,65934,63301,61673,60724,60530,61080,64016,69161,76429,80696,82566,83340,81861,84857,86471,87308,88937,88936,87865,87271,85050,80649,75101,71866
2021-07-22,66710,63844,62085,61096,61023,61625,64525,69474,76578,80769,82636,83402,81833,85219,87031,87934,89658,89958,89056,88223,85694,80770,75323,72207
2021-07-23,67131,64331,62489,61347,61101,61812,64659,69709,76563,80793,82708,83948,82857,85845,87448,88508,89812,89491,87952,87065,84849,80386,75464,72299
2021-07-24,67214,64295,62299,61042,60341,60232,61243,62912,66288,69093,71945,73153,72866,74152,74971,75621,76163,77026,78098,78285,77502,74227,70006,67361
2021-07-25,62941,59982,58017,56832,56163,56009,56553,57380,59113,61276,63897,65417,66498,67822,68642,70042,71567,73972,75711,76521,76208,73200,69272,65586
2021-07-26,61308,58695,57066,56196,56118,57225,60886,66927,75643,80429,82317,82897,81622,84337,85922,87162,88830,89426,88572,87591,84751,79932,74622,71613
2021-07-27,66789,64184,62441,61433,61334,61869,64777,69698,76866,81436,83599,84587,83594,86612,88086,88942,90550,91141,90223,88949,86014,81110,75664,72730
2021-07-28,67795,64943,63226,62078,61823,62781,65767,70525,77551,81695,83802,84811,83797,86517,87918,88773,89936,90240,89266,88382,85796,81286,75738,72512
2021-07-29,67754,64979,63211,62099,61918,62577,65303,70200,77128,81279,83637,84695,83771,86519,87694,88323,89634,89429,88131,87511,84768,79989,74511,71270
2021-07-30,66562,63902,62268,61160,60824,61570,64254,68833,75483,79301,81349,82604,81734,84565,86307,87425,87847,87066,85274,84854,83180,78990,73832,71255
2021-07-31,66736,63627,61701,60276,59565,59303,60107,61635,64021,66149,68433,69553,69654,70578,71208,72209,73451,75210,76348,76776,75965,72440,68369,65886
2021-08-01,61761,58831,56855,55637,55124,54993,55628,56806,59018,61752,64856,65828,66997,68131,68679,69633,69800,71500,72622,72943,71736,68556,65101,62020
2021-08-02,58392,55835,54429,53712,53767,54829,57575,61888,67570,71181,72542,72983,72003,72314,73463,73892,74426,75460,75103,74849,73078,69555,65288,63028
2021-08-03,59345,56854,55360,54468,54501,55222,57700,61636,67020,70044,71947,72994,72838,74449,75339,75073,75947,77517,77198,77024,75598,71665,67102,64633
2021-08-04,60559,58054,56713,55719,55568,56095,58407,62211,67565,71072,72883,73942,73640,75554,76919,77943,79193,80073,79628,79513,77482,73195,68438,65684
2021-08-05,61522,58817,57322,56361,56073,57029,59689,64095,70323,74454,76727,78254,77991,80425,81818,82775,84189,85215,84493,83457,80899,76134,70828,68218
2021-08-06,63711,60943,59335,58244,57999,58616,61117,65579,71991,75992,78558,80186,79990,81995,82295,81973,82367,82218,80580,80014,78076,74061,69285,66675
2021-08-07,62865,60088,58339,57268,56922,56918,57902,59323,61578,63845,66485,67904,67831,69692,71259,72918,73343,73756,74535,75210,74363,70893,66856,64692
2021-08-08,60632,57816,56066,54989,54537,54655,55227,56370,58210,61182,64765,67178,68349,68988,68985,68634,67957,68743,69664,70201,69273,66645,63541,60798
2021-08-09,57391,55178,53871,53329,53555,55011,58429,63891,71413,75439,77035,77640,76281,79236,81507,83161,84559,84755,83550,82430,79740,75401,70651,68360
2021-08-10,64030,61729,60262,59366,59207,60020,62838,67495,74379,78265,79859,80777,79180,81614,83370,84094,84877,84543,83178,82106,79140,74805,70071,67906
2021-08-11,63826,61606,60259,59473,59297,60007,62817,67512,74023,77285,78255,78488,77040,79878,81040,81846,83543,83818,82414,81814,79250,75023,70330,67850
2021-08-12,63634,61360,60016,59066,59136,60046,62804,67333,74260,78470,80325,81037,79585,82698,85163,86169,86355,85168,82997,81953,78630,74097,69669,67820
2021-08-13,63816,61634,60381,59452,59400,60278,63154,68140,75109,78209,79483,80401,78075,80080,80711,80912,81779,81407,80053,79363,76817,73162,68861,66924
2021-08-14,63085,60843,59382,58419,58018,58171,59083,60915,64005,65518,66747,66848,64879,65213,65389,65410,66039,66811,67643,68470,67351,64706,61669,60495
2021-08-15,57499,55252,53828,52988,52830,53044,53242,53304,53699,54574,56339,56922,57391,58877,60201,61424,62904,65326,67214,68076,67483,65034,61974,59619
2021-08-16,56465,54592,53225,52605,52553,53339,55344,58328,62796,65678,67845,68471,67492,70230,72134,73154,73904,74170,74327,74559,73137,69959,66378,63774
2021-08-17,60130,58309,57019,56410,56360,57512,60358,65322,71850,74716,75167,75164,74109,76998,78352,79233,80393,80393,79072,78029,74932,71140,67156,65625
2021-08-18,62153,60173,59081,58419,58476,59441,62187,66202,71908,74066,74492,74713,73147,76434,78908,79848,80362,79423,77227,76478,73873,70261,66401,64843
2021-08-19,61432,59556,58477,57836,57896,58814,61344,65157,70605,73057,74315,74709,72912,76007,78089,78733,79226,79472,78209,77640,74776,70920,66790,65388
2021-08-20,61716,59778,58644,58021,58008,58899,61340,65540,71016,73467,74783,74981,73189,76004,77385,77956,79325,79554,77787,77304,75148,71447,67485,66024
2021-08-21,62367,60216,58875,57997,57727,57927,58983,61285,64746,67268,69192,69215,67379,67297,66986,66752,66612,66164,66650,67325,66221,63831,61036,60282
2021-08-22,57186,55069,53804,52976,52653,52937,53338,53718,55006,55906,58388,58725,58185,58814,59451,60861,62004,63235,65089,66387,65591,63611,60920,58598
2021-08-23,55413,53659,52454,52005,52363,54095,57967,64518,73343,77417,78376,78282,76521,78840,79334,78757,78860,77148,75400,74304,71488,68133,64912,63511
2021-08-24,60163,58503,57312,56806,57071,58147,61394,67084,74550,78463,79713,79653,77628,79698,80923,80851,81241,80461,79104,78126,74727,70870,67155,65584
2021-08-25,61975,59980,58847,58228,58323,59512,62515,68095,75647,79561,80262,79630,77244,79690,80237,79808,79817,78712,76967,76757,74218,70564,66951,65492
2021-08-26,61783,59698,58662,58074,58138,59089,61722,66185,72440,75305,75871,75202,73766,76750,78982,79671,81471,81418,80278,79617,76283,72175,68030,66103
2021-08-27,62317,60322,59083,58369,58299,59334,62097,67054,73956,77102,77607,76878,75037,77379,78339,77992,77762,75737,73895,73313,70756,67440,64417,63531
2021-08-28,60028,58056,56775,55977,55787,55999,56790,57609,58929,59134,60023,60131,60235,63066,64696,64872,65168,64758,65598,66357,65278,63038,60274,59178
2021-08-29,55914,53960,52682,51816,51555,51975,52626,53716,55406,57279,58954,58181,57128,57188,58135,59296,60842,62637,64470,65588,64675,62550,59985,57911
2021-08-30,55001,53034,52056,51633,51732,53289,56743,62626,69975,73385,75003,74604,72586,75776,77772,78223,78996,78169,76776,75880,72921,69346,65593,63917
2021-08-31,60287,58466,57444,56798,56914,58099,61024,66175,72397,74527,74853,74411,72437,74804,76235,76842,77665,76258,74786,74099,71232,68114,64780,63518
